ACTION,RESOURCE,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,79740,138799,120539,118321,117906,290919,118322
1,18418,117962,118791,121469,310997,118424,121471
1,16145,118343,120722,118784,117906,290919,118786
1,26313,118343,118833,307024,294485,118331,118332
1,45176,117933,117878,117879,117879,19721,117880
1,111655,118300,118631,118826,168415,118424,118828
1,37260,117877,117878,118568,128367,19721,118570
1,19942,118300,123749,118777,279443,308574,118779
1,40204,119091,118992,118028,130134,117887,118030
1,4675,118300,119181,126184,295130,118762,126186
1,16764,117903,118450,121372,148801,119184,121374
1,14354,118150,117941,117879,117886,19721,117880
1,73921,118300,120410,118321,117906,290919,118322
1,75078,118463,118522,118685,139687,308574,118687
1,38960,118300,118631,118924,153285,118667,118926
1,33140,118026,118202,119962,168365,118205,119964
1,75078,118463,119214,117905,117906,290919,117908
0,16018,118052,120304,119849,311622,118638,119851
1,43085,118327,120171,118890,126488,118398,118892
1,15716,118041,117945,117946,118806,292795,117948
1,42367,118007,118008,118568,292195,19721,118570
1,42467,118182,117920,118568,132124,19721,118570
1,37793,117891,117878,117879,117879,19721,117880
1,35376,118386,118746,118784,147114,290919,118786
1,23096,118170,118042,118054,119008,117887,118055
1,110357,117962,117904,128230,302830,4673,128231
1,5372,118343,122012,118451,130134,118453,118454
1,34295,117979,117920,121067,229187,121069,121070
1,23961,118300,118301,119928,219829,118331,119929
1,34463,118413,118481,118321,117906,290919,118322
1,26380,118343,118437,118784,117906,290919,118786
1,1937,118052,118328,124886,306399,118643,124888
1,19722,118300,119181,118321,117906,290919,118322
1,4675,118052,119986,126184,248692,118762,126186
1,77561,117877,117878,117879,117879,19721,117880
1,29100,118225,119092,122849,120324,119095,122850
1,101818,117962,118840,118841,118842,118643,118843
0,81284,118052,120685,118321,117906,290919,118322
1,23921,118343,118979,120344,303717,118424,120346
1,36885,118220,117884,117899,117899,19721,117900
1,23453,118343,120291,120497,234773,118424,120499
1,23148,118225,120663,118321,117906,290919,118322
0,31652,118170,117945,117946,125711,292795,117948
1,19998,118225,123173,118054,118054,117887,118055
1,26396,119921,142145,121594,131163,4673,121596
1,57527,118300,124725,118321,117906,290919,118322
1,42006,118300,120410,118321,117906,290919,118322
1,27082,118225,119924,118777,279443,308574,118779
1,13878,118225,123173,119093,120324,119095,119096
1,969,118041,118556,280788,280788,292795,119082
0,20293,118124,118344,179731,149488,117887,117973
1,38480,119403,117895,117896,117913,117887,117898
1,73789,118888,124656,118980,236007,118295,118982
1,42093,118225,120323,119093,120324,119095,119096
1,25993,118343,120126,120497,223125,118424,120499
1,75078,118463,118522,119172,121927,118467,119174
1,4675,118413,121639,118321,117906,290919,118322
1,27786,118413,122007,118321,117906,290919,118322
1,78608,118300,119195,117905,117906,290919,117908
1,44987,118327,120318,118641,120319,118643,118644
1,38704,118150,117884,117885,117913,117887,117888
1,40519,117962,118501,118502,118503,118504,118505
1,33248,120811,121014,119219,209654,119221,119222
1,20292,118266,117920,118568,122142,19721,118570
1,27986,118291,118597,120344,149688,118424,120346
1,79121,119597,118214,118702,195315,118704,118705
1,15064,118446,119961,118318,180629,118205,118319
1,20272,117911,119791,179731,133526,117887,117973
1,6977,118300,118783,117905,117906,290919,117908
1,20803,118327,118378,120952,143223,118453,120954
1,79121,120343,119076,118834,124426,118424,118836
1,43952,118446,119961,118054,120325,117887,118055
0,20897,118327,118529,118530,278014,118131,118532
1,39262,118386,119954,117905,117906,290919,117908
1,32270,118170,118575,117946,135255,292795,117948
1,75078,118386,118522,118321,123513,290919,118322
0,1581,118225,120283,118890,133249,118398,118892
1,16443,118225,120323,119093,132900,119095,119096
0,15668,118291,19772,126085,253147,119221,126087
1,37778,118343,118395,118890,125128,118398,118892
1,43947,118446,118447,118321,117906,290919,118322
1,27122,118327,118320,118641,164752,118643,118644
1,31369,118300,120059,118636,133779,118638,118639
1,32270,118343,121747,118321,117906,290919,118322
0,45610,118007,117941,117899,117897,19721,117900
0,18254,118386,118746,121594,126485,4673,121596
1,3853,118225,121716,118636,310589,118638,118639
1,23921,118888,119031,118980,202550,118295,118982
1,80448,118413,118414,118784,240983,290919,118786
1,17849,118446,118810,118811,120697,19793,118813
1,79299,118041,117945,280788,280788,292795,119082
1,25993,118041,119781,130479,168305,119784,130481
1,3124,118413,121639,129909,130134,118453,129911
1,34165,118343,119142,122297,193245,118331,118899
1,4675,118386,118522,118321,123513,290919,118322
1,27348,118300,118597,118422,150827,118424,118425
1,79625,117903,118507,120990,120991,118398,120992
1,45481,118300,125872,118826,236735,118424,118828
1,81296,117962,118910,118685,137802,308574,118687
1,41346,118343,120722,117905,117906,290919,117908
1,36927,117962,119223,125793,305057,118643,125795
1,42654,118225,119136,120056,128585,118474,120058
1,3853,118343,119598,118834,133686,118424,118836
1,17791,118343,122012,117905,240983,290919,117908
1,84812,117962,118910,118451,130134,118453,118454
1,30565,118413,120370,118321,117906,290919,118322
1,73756,119256,118042,118043,129174,270488,118046
1,83865,118225,118403,120773,136187,118960,120774
1,70452,118954,117884,117879,117886,19721,117880
0,80591,118343,122299,119949,121350,290919,119951
1,98163,118413,126229,128230,302830,4673,128231
1,14725,119597,168533,120789,301124,118424,120791
1,81355,118386,120361,120690,127922,290919,120692
1,43122,118327,120559,120560,304465,118643,120562
1,37004,119091,118514,117905,117906,290919,117908
1,1581,118327,118507,179731,169009,117887,117973
1,27082,118300,118631,119587,176829,118704,119589
0,25748,118225,120663,121594,131163,4673,121596
1,23921,118225,120323,119093,136840,119095,119096
1,79121,118300,118395,118890,125128,118398,118892
1,80985,118300,120059,123670,305057,121916,123672
1,32270,118343,118979,118980,249618,118295,118982
1,79092,118327,119830,117905,117906,290919,117908
1,43719,120865,124449,118636,175255,118638,118639
1,38704,117894,117895,117896,117897,117887,117898
0,80738,120865,119824,117905,117906,290919,117908
1,74463,118225,120054,118702,303450,118704,118705
1,4675,118300,124942,118747,126309,118453,118749
1,6960,118413,122007,132671,118260,290919,132673
1,20293,118266,117941,118568,281735,19721,118570
1,38719,118080,117878,117885,118177,117887,117888
1,80703,118300,120297,118321,117906,290919,118322
1,27728,118225,122298,122849,120324,119095,122850
1,29304,117976,117941,117879,117886,19721,117880
1,75834,118446,120368,117905,117906,290919,117908
1,39939,118052,120356,122067,237245,118424,122069
1,75439,118201,117884,118568,138897,19721,118570
1,20364,118300,118458,120344,310997,118424,120346
1,25231,117903,118507,118863,120991,118398,118865
1,23096,119597,119136,119137,122050,118474,119139
1,75445,118954,117941,118568,135898,19721,118570
1,39227,118300,19772,132096,168524,119095,132098
1,25993,118052,118867,118523,311622,118331,118525
1,3853,118300,118825,118826,226343,118424,118828
1,22682,119070,118042,118563,194960,270488,118565
1,18418,118343,118395,118396,300044,118398,118399
1,35648,118291,119488,118293,119489,118295,118296
1,974,118343,118437,119949,127527,290919,119951
1,75078,118386,118692,118685,279443,308574,118687
1,6215,118327,121645,117905,117906,290919,117908
1,42972,118052,120398,118728,119244,118295,118730
1,44564,118300,124942,118321,117906,290919,118322
1,34532,118343,119993,117905,240983,290919,117908
1,15714,119256,119257,280788,130913,292795,119082
1,17308,118343,119598,118321,117906,290919,118322
1,1020,117962,118791,120647,311441,118398,120649
1,23994,120343,118395,118396,266864,118398,118399
1,45338,117877,117878,118568,292195,19721,118570
1,4675,118327,121645,118777,279443,308574,118779
1,80444,118300,118360,118636,235337,118638,118639
1,14570,118300,119019,125751,235741,118870,125753
1,17825,117903,119181,128230,302830,4673,128231
1,17308,118213,118042,118043,174445,270488,118046
1,75901,118343,120126,123615,133686,118424,123617
1,972,118343,119598,118980,304760,118295,118982
1,74283,118327,118933,307024,311622,118331,118332
1,15022,118659,123606,126184,295130,118762,126186
1,34950,118327,121787,130479,249508,119784,130481
1,32270,118327,120171,118890,182227,118398,118892
1,39630,118343,120722,118321,118448,290919,118322
1,27826,118225,120323,120591,127477,119095,120593
1,75329,119070,118042,118563,118563,270488,118565
1,31369,120865,118360,118777,279443,308574,118779
1,31671,117903,118783,118321,117906,290919,118322
1,28149,118386,118746,118747,152307,118453,118749
1,80905,118300,118783,117905,240983,290919,117908
1,72056,118220,120694,124886,215880,118643,124888
0,14354,118343,120722,118321,117906,290919,118322
1,1020,117903,119824,118321,117906,290919,118322
1,39327,118386,125016,118451,126309,118453,118454
1,59756,118213,118458,119849,290535,118638,119851
1,3853,118446,118597,120578,137493,118762,120580
1,7678,118257,118623,259173,193644,292795,118943
1,73214,118052,119742,117905,117906,290919,117908
1,71910,118343,119598,118321,117906,290919,118322
1,75078,118316,123656,118784,225897,290919,118786
1,95390,118001,117941,117879,121396,19721,117880
1,27670,119091,143531,117905,118036,290919,117908
0,26346,118225,120663,118777,279443,308574,118779
1,23722,118225,121716,120418,254229,249618,120419
1,38482,117954,117895,118194,118195,117887,118196
1,32270,122533,119136,119137,141119,118474,119139
1,15365,118343,119993,118321,117906,290919,118322
1,29674,117903,118783,117905,118036,290919,117908
1,80195,118343,119987,117905,117906,290919,117908
1,35067,118225,118403,118321,117906,290919,118322
1,40229,118115,117920,118568,125937,19721,118570
1,34924,118327,118933,117905,117906,290919,117908
1,25993,118386,123144,118396,233714,118398,118399
1,45013,118300,147589,118054,118054,117887,118055
1,20364,118291,120026,118422,243787,118424,118425
1,84817,118446,122550,118784,117906,290919,118786
1,75078,118386,118522,117905,123513,290919,117908
1,77993,118052,120539,118321,117906,290919,118322
1,76860,118446,122550,118321,117906,290919,118322
1,35955,118327,118391,118321,117906,290919,118322
1,37470,118026,118202,118321,117906,290919,118322
1,25993,118343,123476,118054,118054,117887,118055
1,73144,118300,121216,119351,138942,3130,119353
1,39630,118343,120722,117905,240983,290919,117908
1,15030,118225,122273,118321,117906,290919,118322
1,78927,119091,123125,307024,311622,118331,118332
1,34518,118300,119181,118321,117906,290919,118322
1,934,118300,121176,118685,120316,308574,118687
1,22662,118291,120171,118863,152438,118398,118865
1,79315,118300,119984,120647,311441,118398,120649
1,73756,119070,117945,118274,118806,292795,118276
1,6977,117962,118910,179731,118368,117887,117973
1,1937,118041,118450,118028,127024,117887,118030
0,25569,118327,123901,118784,147114,290919,118786
1,31942,117976,118246,118054,118247,117887,118055
1,80948,118225,119924,117905,117906,290919,117908
1,97515,118413,120370,122645,137960,119221,122647
1,33616,118300,118783,118321,117906,290919,118322
1,38205,31010,117912,117879,117886,19721,117880
1,74596,118052,120539,117905,117906,290919,117908
1,79092,118225,120551,117905,117906,290919,117908
1,20364,118300,118421,120344,222039,118424,120346
1,45904,118041,118556,280788,280788,292795,119082
0,45035,117917,117884,117879,117886,19721,117880
1,972,118343,119598,120348,255097,118295,120350
1,1020,117894,117878,119192,135350,119184,119194
1,17226,118300,28618,117905,117906,290919,117908
1,23553,118340,117970,179731,123713,117887,117973
1,29304,117976,117884,118568,299808,19721,118570
1,278393,120811,121108,118422,124428,118424,118425
1,23921,118343,119598,118685,155651,308574,118687
1,42532,118225,120323,119093,121698,119095,119096
1,45790,118327,118492,118747,125738,118453,118749
1,29093,118603,117941,118568,171084,19721,118570
1,37942,117936,117878,117885,117937,117887,117888
1,80802,117962,118910,118451,130134,118453,118454
1,15064,118327,123757,118054,120238,117887,118055
1,20745,117919,118483,118568,281735,19721,118570
0,6977,119091,118992,118028,117906,117887,118030
1,40968,118386,118746,118747,152307,118453,118749
1,41642,119091,118992,179731,117906,117887,117973
1,23990,118343,119598,120773,123107,118960,120774
1,25554,118225,118403,118321,117906,290919,118322
1,7543,118413,121639,118784,117906,290919,118786
1,21910,118300,123719,118451,153802,118453,118454
1,42031,118386,118522,118321,123513,290919,118322
1,35048,117962,118352,117905,117906,290919,117908
1,30851,118300,118395,118396,269406,118398,118399
1,728,118413,122007,120690,136365,290919,120692
1,33166,118213,118360,120632,248953,118131,120634
1,80732,118413,120584,120773,118959,118960,120774
1,78160,117903,118783,117905,118036,290919,117908
1,75834,118300,19772,118777,164026,308574,118779
1,38205,31010,117920,118568,147516,19721,118570
1,27287,118327,120299,124922,143170,118612,124924
1,917,118343,120722,124194,147669,118363,124196
1,37942,118007,118008,117885,117886,117887,117888
1,79121,119135,125821,118422,300136,118424,118425
1,75943,117917,118599,179731,120238,117887,117973
1,78879,117962,117904,119949,123170,290919,119951
1,80695,118300,119181,119346,302830,4673,119348
1,73485,120343,118631,117905,125684,290919,117908
1,45904,121006,117945,280788,155276,292795,119082
1,19982,118413,120370,117905,117906,290919,117908
1,3130,118225,119924,118777,279443,308574,118779
1,116215,117911,117884,117879,117886,19721,117880
1,32270,118343,119796,307024,310608,118331,118332
1,94195,117911,117884,117879,117886,19721,117880
1,78855,118463,119214,118321,117906,290919,118322
1,92982,118026,118202,117905,117906,290919,117908
1,23994,118300,119984,118396,300044,118398,118399
1,3853,118213,120551,118321,240983,290919,118322
1,278393,118300,119890,120344,303717,118424,120346
0,35752,118300,118458,118293,118302,118295,118296
1,74213,118386,121883,118259,125206,290919,118261
1,74213,118386,121883,117905,117906,290919,117908
0,23147,117962,118481,117905,117906,290919,117908
1,45634,118225,123173,118054,120716,117887,118055
1,27356,118386,121949,118777,279443,308574,118779
1,80158,117962,120924,118523,306404,118331,118525
1,699,118413,277693,128230,302830,4673,128231
1,23842,118413,120370,118321,117906,290919,118322
1,79092,118300,121951,118321,117906,290919,118322
1,79092,118343,119598,118523,311622,118331,118525
1,82327,118327,20807,118396,185973,118398,118399
0,20897,117969,118560,119976,302418,19793,119978
0,18072,118225,120323,120591,120592,119095,120593
1,89846,118343,119598,117905,117906,290919,117908
1,15064,118442,118378,118054,121603,117887,118055
1,18278,118327,123901,118321,117906,290919,118322
1,15369,118343,149210,120097,174445,270488,120099
1,114042,118213,118360,118777,134910,308574,118779
1,116246,117962,118352,118321,240983,290919,118322
1,38704,118011,118599,179731,155780,117887,117973
1,18897,117979,119386,179731,288579,117887,117973
1,41649,118991,118992,123737,276340,118960,123738
1,75338,118237,117895,117896,117913,117887,117898
1,996,118413,118481,117905,240983,290919,117908
1,25270,118052,120398,118054,120716,117887,118055
1,25098,126095,118378,179731,179731,117887,117973
1,25993,118091,117941,118568,131694,19721,118570
1,6690,118225,125919,161098,161813,161100,161101
1,33054,118343,118979,120344,303717,118424,120346
1,6977,118343,118700,117905,117906,290919,117908
1,18072,118170,118556,280788,155276,292795,119082
1,17308,118386,128823,118784,118785,290919,118786
1,972,118343,119598,119433,133686,118424,119435
1,17308,118052,118706,118728,301534,118295,118730
1,25993,118343,118833,118834,309123,118424,118836
1,36112,120865,118437,118636,279443,118638,118639
1,15714,119428,117945,126684,130913,292795,126685
1,3617,118300,118631,118422,126423,118424,118425
1,43354,118225,118403,118321,117906,290919,118322
0,26437,117894,117895,117879,117897,19721,117880
1,18229,118413,121639,117905,117906,290919,117908
1,25993,118316,118202,118321,117906,290919,118322
1,60782,23779,131868,119192,119192,119184,119194
1,35791,118291,118889,118028,307233,117887,118030
1,23966,118300,119890,118422,300136,118424,118425
1,33147,118327,118507,118863,122008,118398,118865
1,39628,118300,118631,119587,176829,118704,119589
1,80766,118225,120551,118321,240983,290919,118322
1,16495,117903,120428,117905,117906,290919,117908
1,80487,118300,119181,118747,130134,118453,118749
1,23966,118300,119890,120497,258776,118424,120499
1,34223,118327,121645,124886,147144,118643,124888
0,81266,118225,122870,124886,128018,118643,124888
1,20364,118052,120356,120357,310997,118424,120359
1,34832,126095,118378,119192,300603,119184,119194
1,20299,117930,117941,117879,117886,19721,117880
1,5893,132840,118552,118054,132841,117887,118055
1,45035,23779,131868,119192,119192,119184,119194
1,80683,118052,120096,118784,216282,290919,118786
1,78399,118386,121961,120348,249620,118295,120350
1,967,118052,120304,118702,295036,118704,118705
1,20897,118386,120201,117985,120203,19793,117987
1,6104,118343,6104,117905,117906,290919,117908
1,80564,118343,118437,118523,310608,118331,118525
1,34752,118225,120663,118784,121556,290919,118786
1,37221,119692,118635,120903,117906,119695,120904
1,44839,118225,118616,117905,117906,290919,117908
1,116988,117919,117941,117879,121445,19721,117880
1,15022,118052,122938,117905,117906,290919,117908
1,80621,117891,117878,117879,117879,19721,117880
1,16464,117962,122224,117905,117906,290919,117908
1,75078,118316,118202,118784,117906,290919,118786
1,39543,118225,118403,118784,118785,290919,118786
1,29695,118327,120559,120618,304465,118643,120619
1,33064,119091,119362,117905,117906,290919,117908
1,75901,118300,123055,120344,310997,118424,120346
1,78972,118386,128823,118784,118785,290919,118786
1,45828,117976,118246,118568,174308,19721,118570
1,83270,118343,118344,118321,117906,290919,118322
1,71866,118170,118171,119849,239924,118638,119851
1,45300,117969,118560,118811,127691,19793,118813
1,6977,118052,122938,117905,117906,290919,117908
1,36975,118225,120663,124886,132017,118643,124888
1,26429,118225,120551,118685,279443,308574,118687
1,4675,118300,28618,120690,127922,290919,120692
1,44900,119070,120995,280788,280788,292795,119082
1,35190,118446,118447,118536,277716,308574,118539
1,97026,118300,118783,118784,147114,290919,118786
1,42093,118300,118360,118636,310589,118638,118639
1,861,118343,118514,118685,120316,308574,118687
1,15022,118343,118856,118321,117906,290919,118322
1,79299,118041,118623,118274,118806,292795,118276
1,60007,118327,118391,118784,121556,290919,118786
1,30854,118413,120666,120773,118959,118960,120774
1,39888,117969,118970,118396,160046,118398,118399
1,18418,118300,118631,118422,126423,118424,118425
1,45019,118327,118328,117905,290878,290919,117908
1,75057,117944,117945,117946,125533,292795,117948
1,7543,118300,118783,118321,118448,290919,118322
1,41608,118213,126955,117905,240983,290919,117908
1,29697,118442,118378,118054,118443,117887,118055
1,75308,118300,124942,118784,117906,290919,118786
1,81478,118300,118514,117905,117906,290919,117908
1,14570,118220,118008,117879,117897,19721,117880
1,18072,119281,118623,118995,136748,292795,118997
1,34924,118225,119238,122849,149223,119095,122850
1,43452,119135,118042,118207,200069,270488,118209
1,3264,118225,119781,118207,164476,270488,118209
0,79092,118413,120370,118321,117906,290919,118322
1,75834,118413,121639,118321,118448,290919,118322
1,25695,122974,121716,120611,136293,249618,120613
1,34327,118300,118783,118784,213944,290919,118786
1,20883,117969,118970,118890,125128,118398,118892
1,278393,118225,124449,120313,230838,118424,120315
1,1020,117903,277693,120773,118959,118960,120774
1,80207,117962,119223,123737,131844,118960,123738
1,34958,118327,121645,120690,127922,290919,120692
1,31224,118225,120551,118321,118448,290919,118322
1,30573,117903,132530,117905,137742,290919,117908
1,20279,117917,117884,117879,117886,19721,117880
1,25993,118026,118746,118747,126309,118453,118749
1,6977,118343,119142,118685,131861,308574,118687
1,78694,118300,118458,118980,301534,118295,118982
1,302049,118300,123472,118321,117906,290919,118322
1,153,118413,121639,129909,130134,118453,129911
1,111709,118413,122007,118784,124402,290919,118786
1,75443,118300,118631,119928,219829,118331,119929
1,20356,118413,122007,117905,240983,290919,117908
1,4675,118327,119830,118054,118054,117887,118055
1,33169,118343,118395,118396,300044,118398,118399
1,74383,118170,118042,118043,129174,270488,118046
1,34173,118300,118783,118784,118785,290919,118786
1,26800,118300,118066,120988,134839,118643,120989
1,15023,118386,118746,118451,130134,118453,118454
1,18418,118343,118979,118422,155142,118424,118425
1,111869,119302,119303,118641,306399,118643,118644
1,75529,118327,118933,118784,117906,290919,118786
1,15714,118574,118623,118995,144259,292795,118997
1,15938,118052,118706,119997,278014,118131,119998
0,73110,118300,118360,118129,122064,118131,118132
1,33146,118327,118507,118890,138290,118398,118892
1,77246,117969,6725,122290,268766,6725,122292
1,30952,117962,118791,118054,120238,117887,118055
1,1020,118052,118821,117905,117906,290919,117908
1,33642,117954,117895,117879,118250,19721,117880
1,52683,118076,117941,117885,117913,117887,117888
1,73106,118327,120171,118890,149216,118398,118892
0,41591,118052,118992,118321,117906,290919,118322
1,75078,118386,121883,118278,125206,290919,118279
1,42972,118052,118821,117905,117906,290919,117908
1,40237,118026,119507,117905,117906,290919,117908
1,6705,118225,120663,117905,240983,290919,117908
1,26360,118052,118821,117905,240983,290919,117908
0,81502,118603,117941,118568,118568,19721,118570
1,42085,118343,123125,119849,244844,118638,119851
1,36575,118170,118171,118172,118173,249618,118175
1,100917,118343,6104,120690,127922,290919,120692
0,27416,117979,117920,118568,121313,19721,118570
1,35376,118026,118706,118451,126309,118453,118454
1,31671,118300,118783,118451,130134,118453,118454
1,39615,118343,118700,118321,118448,290919,118322
1,27348,118343,118833,118422,300136,118424,118425
1,75231,118343,119598,117905,117906,290919,117908
1,78399,118343,120347,120418,306795,249618,120419
1,42093,118300,123055,118054,118054,117887,118055
0,41378,118386,120356,120357,201020,118424,120359
1,35498,118300,120059,125010,146585,118424,125012
1,34950,118085,117884,117885,117913,117887,117888
1,102696,118413,119968,118784,117906,290919,118786
1,23096,118574,118042,118043,118043,270488,118046
1,79130,118026,119279,118451,126309,118453,118454
1,25267,118300,118458,118054,118054,117887,118055
1,82361,118343,118660,118451,270976,118453,118454
1,15714,121006,117945,117946,141723,292795,117948
1,32270,118343,118911,118826,257115,118424,118828
1,41465,118343,118437,117905,117906,290919,117908
1,78085,118091,118810,119323,120978,19793,119325
1,917,118300,120059,121469,128942,118424,121471
1,29117,118327,118320,117905,117906,290919,117908
1,45444,118052,120356,122067,127906,118424,122069
1,25993,118052,121949,118207,174445,270488,118209
1,34924,119135,118042,117896,287998,117887,117898
1,34433,118413,119968,118784,117906,290919,118786
1,79092,118327,118929,124810,288581,249618,124812
1,17308,118052,119742,118321,117906,290919,118322
1,13878,118124,117920,118568,122142,19721,118570
1,44278,118413,122007,132671,118260,290919,132673
1,4675,117962,118352,117905,117906,290919,117908
1,39262,118386,123844,117905,117906,290919,117908
1,16000,131854,120370,117905,117906,290919,117908
1,42951,118343,121747,118321,117906,290919,118322
1,80855,118300,118395,118890,311441,118398,118892
1,39371,118343,124725,117905,240983,290919,117908
1,40590,118343,119598,119433,133686,118424,119435
1,75078,118463,123089,118784,128796,290919,118786
1,34950,118052,118933,118321,117906,290919,118322
1,79712,118386,118746,118784,118785,290919,118786
1,14939,118225,120663,118641,306399,118643,118644
1,80813,118300,121176,118777,279443,308574,118779
1,18072,118041,117945,259173,191237,292795,118943
1,5112,118596,81476,118834,140185,118424,118836
1,278393,118300,123055,120006,128578,118424,120008
1,22863,118327,126310,124886,123881,118643,124888
1,37951,118603,117941,117885,119621,117887,117888
1,78002,118052,119408,118777,279443,308574,118779
1,39968,118386,125016,118451,126309,118453,118454
1,116614,117962,118501,117905,117906,290919,117908
0,29304,117930,117920,117879,310732,19721,117880
1,75816,118327,118529,118054,118054,117887,118055
1,20747,117954,122672,158289,158290,19721,158291
1,73756,118446,118833,120578,137493,118762,120580
1,34920,118300,28618,118321,240983,290919,118322
1,43742,118343,119598,120006,310997,118424,120008
1,21718,118386,118746,118451,126089,118453,118454
1,42942,118386,125884,307024,255097,118331,118332
1,972,118300,123055,120344,311360,118424,120346
1,6977,117962,119223,122269,122270,118643,122271
1,79121,118888,124656,118422,149364,118424,118425
1,44227,118413,119968,118321,117906,290919,118322
1,7543,118300,119195,117905,117906,290919,117908
1,29695,118327,118378,120952,130134,118453,120954
1,78192,118178,118320,117905,117906,290919,117908
1,75834,118052,119986,118685,120316,308574,118687
1,37155,118316,140453,118636,192211,118638,118639
1,34005,117944,117945,117946,117947,292795,117948
1,37749,118343,118514,118321,117906,290919,118322
1,917,118300,132427,118321,117906,290919,118322
1,74242,118225,118616,118054,118054,117887,118055
1,104667,118004,117878,117879,118568,19721,117880
1,19708,117877,117878,117879,117879,19721,117880
1,37951,118102,117878,118568,292195,19721,118570
1,5390,118300,123719,117905,156763,290919,117908
1,39883,118386,118317,128764,130802,118612,128765
1,36208,118300,120410,128230,302830,4673,128231
1,18913,118080,117878,117885,118177,117887,117888
1,45686,118446,119064,118321,117906,290919,118322
1,95387,118291,118597,118293,118294,118295,118296
1,6725,119135,6725,130633,130634,6725,130635
1,25732,118300,120059,118636,133779,118638,118639
1,1937,117911,117920,119192,169561,119184,119194
1,80659,138799,120539,120952,130134,118453,120954
1,15868,118300,120410,117905,117906,290919,117908
1,80867,118343,118437,118321,117906,290919,118322
1,79299,118343,118700,118784,153945,290919,118786
1,21710,118343,119945,118321,117906,290919,118322
1,28562,117994,117895,117896,117913,117887,117898
1,18072,118170,135245,259173,143905,292795,118943
1,17308,118052,118821,117905,117906,290919,117908
1,25573,118291,121617,119219,193497,119221,119222
1,78722,118096,118008,118568,125652,19721,118570
1,42093,119597,119598,135809,135810,118331,135811
1,51802,118327,118529,117905,117906,290919,117908
1,18058,118052,120304,118702,295036,118704,118705
1,34861,118386,119954,117905,172635,290919,117908
1,974,118300,118437,118958,118959,118960,118961
1,18913,117930,117920,117879,117886,19721,117880
1,77198,125715,121176,118321,117906,290919,118322
0,45144,118603,117941,117899,118568,19721,117900
1,21710,118343,119945,117905,117906,290919,117908
1,25993,118596,81476,120344,182985,118424,120346
1,72186,118343,118833,117905,290878,290919,117908
1,20299,117930,117920,117885,117913,117887,117888
1,79047,118300,121405,117905,117906,290919,117908
1,16191,118327,118320,118321,118448,290919,118322
0,39393,118052,120304,120313,206347,118424,120315
1,78540,118603,118008,117899,117899,19721,117900
1,79121,118343,118833,118834,127160,118424,118836
1,6977,118225,120551,118321,240983,290919,118322
0,38029,117919,118483,117879,121445,19721,117880
1,79121,118343,120270,311867,130382,118478,118479
0,80855,121013,118395,118396,269406,118398,118399
1,114274,118343,120722,118784,121873,290919,118786
1,5891,117962,118450,118054,118054,117887,118055
1,78438,118300,119984,120647,311441,118398,120649
1,7543,118343,122299,119949,121350,290919,119951
1,32270,118300,118597,118054,120514,117887,118055
1,77295,118327,119830,118054,118054,117887,118055
1,20208,117962,119223,123737,131844,118960,123738
1,74778,118316,118202,118321,121315,290919,118322
1,28360,118327,118518,118207,190710,270488,118209
1,79121,118300,123007,118826,257115,118424,118828
1,972,118343,118292,118422,300136,118424,118425
0,78568,118300,120410,128230,302830,4673,128231
1,75324,119070,119781,130479,145269,119784,130481
1,74132,117962,118910,120773,256969,118960,120774
1,79121,118291,118979,120344,141929,118424,120346
1,100948,118300,118957,118784,213944,290919,118786
1,27299,118052,120356,120357,310997,118424,120359
1,4673,118300,121305,121594,131163,4673,121596
1,80601,118343,119796,118685,120316,308574,118687
1,3853,118300,119181,118641,153273,118643,118644
1,74075,117962,118501,118536,204307,308574,118539
1,1020,118300,118514,118321,117906,290919,118322
1,79362,118300,120722,118784,290919,290919,118786
1,33111,118225,120551,117905,117906,290919,117908
1,23730,118041,119781,130479,179826,119784,130481
1,80231,118052,118706,123045,123637,120518,123047
1,278393,118300,118631,118054,118054,117887,118055
0,18913,117930,117920,120132,124314,120134,120135
0,28344,118225,118403,117905,117906,290919,117908
1,45342,117911,117884,117879,117886,19721,117880
1,39899,118446,119064,118321,117906,290919,118322
1,25993,118343,119598,118685,155651,308574,118687
1,4675,117962,118910,118685,137802,308574,118687
1,16236,118413,118481,118321,118785,290919,118322
1,33120,120865,171098,118702,194774,118704,118705
1,34958,118178,118320,117905,117906,290919,117908
1,19399,118091,117941,117885,117913,117887,117888
1,34645,118300,120297,118784,120474,290919,118786
1,27623,118327,118328,117905,290878,290919,117908
1,20292,117960,117920,118568,117897,19721,118570
0,80800,119091,123125,118784,121556,290919,118786
1,39879,119281,118623,259173,154357,292795,118943
1,77510,118327,118929,120575,172007,249618,120577
1,38416,118300,19772,118321,117906,290919,118322
1,35684,118300,118437,119962,168365,118205,119964
1,42006,118446,123858,119849,244844,118638,119851
1,41594,118327,118320,122060,122060,290919,122062
1,6977,118225,120663,118784,147114,290919,118786
1,43370,122974,122870,120097,159929,270488,120099
1,41325,118386,128823,118784,118785,290919,118786
1,33642,118080,117878,117879,120319,19721,117880
1,7543,118052,120671,118321,118448,290919,118322
1,73129,117969,118970,118396,300044,118398,118399
1,28294,118343,118395,120647,311441,118398,120649
